Body,BugsCrashes,Experience,Hardware,Performance,Pricing,Suggestion,None
"As far as gameplay, it's the best gaming app to date. It's an amazing turn based shooter.<br/><br/>However, as a 4s user, I do have some issues with the game crashing. In addition, the game can wipe out battery life very quickly. Even given these issues, the game was well worth $20",1,0,1,0,1,0,0
"I wasn't sure if it was going to be worth the $20, but it is, without a doubt! The game is challenging, interesting, and beautiful. There is no doubt in my mind that this is a console quality game on mobile devices, and worth every penny.<br/><br/>That said, it strains any device using an A5 processor to its absolute limits. I'm playing on an iPad mini and I can tell its working hard. While it runs very well, with minimal frame rate drops or skipping in cut scenes, it would certainly be better on an iPad using the A6X processor. Though it might be possible to play this on an iPhone 5, I would recommend it. I haven't tried it on mine, but there's so much going on that you will need the additional screen space.<br/><br/>Going hand-in-hand with the resource intensity is the enormous batter drain. I get GREAT battery life on my iPad mini (~10 hrs) and this is just burning through the charge. Playing today for about 2 hours took me from ~50% to 10%.<br/><br/>Another warning: turn off your notifications before you play on A5 device. It booted me out of the game and I lost some (but not much) progress in a mission. I'm not sure how often it auto-saves, locally or to the cloud, but I'm certainly glad that it does.<br/><br/>The bottom line is that this a great game and well worth the price. Buy it and be happier for having done so.<br/><br/>Enjoy!",0,1,1,0,1,0,0
for some reason this game causes the retinas to burn through battery life very quickly and makes the computer so hot that u can't even touch it and this is the first application that has made my fans turn on loud enough that i could hear them and i run some pretty heavy engineering programs,0,0,1,1,0,0,0
"Using this app, my CPU was utilized 2-3% more than before, which was actually enough to raise my temps 5-8C compared to idle, and get the fans going a bit faster. I suspect this may be due to constant indexing of files. Some customization on frequency of indexing would be helpful. This app alone dropped my 2012 15&quot; cMBP's battery life from 5-7 hours to 2-3 hours.",0,0,1,0,0,1,0
"I want to like it, it's so easy to use and it's fast but it drains my battery very quickly.  As soon as I quite it my battery life jumped 4 hours longer.  I hope they fix it because I want to use it but for now I'll just stick with Spotlight.",0,1,1,0,0,0,0
"Found is a great search app, easily accessed by double-tapping the &quot;control&quot; key. Searching across services like Google Docs and Gmail attachments is an extra bonus.<br/><br/>BUT... running Found causes my MacBook Pro to switch from the battery-saving integrated graphics adapter to the power-hungry discrete graphics adapter. This impacts battery life considerably, and makes the &quot;launch at login&quot; option an unwise choice. So it's something you have to remember to start. Then, when you're on battery, you have to remember to open the Found window, click the Settings icon, and then click the &quot;Quit Found&quot; button, which is somewhat tedious... and there doesn't appear to be any other way to easily quit the app (by clicking on its menu bar icon to display a menu, for example.)<br/><br/>I'm not sure what the developer can do to address the discrete graphics requirement, but until the issue is addressed, I would recommend that people with a MacBook do not leave it running all the time.",0,1,1,0,0,1,0
"Very good and helpful. It goes up next to where it shows you your internet status and battery life, ETC. You just click on wiki and search anything. Great app",0,1,0,0,0,0,0
"amazing app, but doesnt help your battery life. still it does just what i wanted",0,0,1,0,0,0,0
"It is useful like all the other reviewers mention so I won't rehash all that.  My biggest complaint is that it forces the discrete card in my rMBP to be always on.  This causes my battery life to go way down and, thus, causes me to quit Dropzone.  So what's the point?",0,1,1,0,0,0,0
"This app is pretty pointless. There is no way to save lyrics and you need an internet connection each time a song changes and it has to look up the lyrics (say bye to your battery life). It seems to cache the lyrics it already finds but still tried to connect to another server. It looks like the company likes to keep track of what you are listening to, because there is no other reason to make an internet connection after it alreadty has the lyrics. Also, the company website loads 4 cookies. 3 of them are tracking cookies. That means there is a good chance that the company is using the info it gathers on listening habits to better target advertising at you, and others like you, if you use it in conjunction with an online music service, or if identifies you for any other info it gathers.<br/><br/>If it just did its job and grabbed lyrics it would be 2 stars because it is just mediocre: the font is horribly renderdd: we are talking Windows 95 logo quality here, not the nice antialiasing we're used to. The text looks 10 times worse than the screen shots.<br/><br/> If it could insert the lyrics in your audio files, it would get a third star. But considering the high chance MusiXmatch probably tracks you, which is completely unacceptable. Do yourself a favor and avoid it.",0,1,1,1,0,1,0
A better way to view videos and less flash usage = More battery life and cooler laptop!,0,0,1,0,0,0,0
Once again developers seem oblivious to the mobile world. This ''utility'' grabs hold of the discrete/NVIDIA chipset and cuts your battery life by more than half. Typically I have 5-hours. With this killer I am down to 2.5.<br/><br/>This is unacceptable for something that runs in the background constantly.,0,0,1,0,0,0,0
"This game is simply amazing - but as of version 1.0 it's simply a Flash movie wrapped as an application. This means it eats up significantly more CPU cycles (and as such, battery life) than it should. Would easily be a 5-star game otherwise.",0,1,1,0,0,0,0
for all u people who said they cant open it look on the top of ur screen near were ur battery life and time is click on the f hope this helps:),0,0,1,0,0,1,0
"When you open it up, its up at the top screen where your battery life, time etc. is. works great! Would be perfect if the selection bars didnt block your messages when your trying to read them. but other than that great!",0,0,1,0,0,1,0
"I think that $6.99 is a little much for the game, but it is very good to pass the time with. However it does drain battery life so make sure to watch out for that.",0,0,1,0,1,0,0
"Anyone with a MacBook Pro with Dual GPU's should not leave this running.<br/>It is a fantastic Application, but the animation of the uploading will trigger the Discrete video card to come on, and it will not go off until the Application is quit.<br/>Leaving this on will cause major drain on the battery life and heat.",0,0,1,0,0,1,0
"I love the idea, however this program forces my 15&quot; macbook pro to switch to the more power hungry video card whenever it is running. I know this because I run gfxStatus to indicate which video card is active; integrated intel or nvidia. I would like to use this program, but not if it means sacrificing battery life.",0,0,1,0,0,0,0
"So after installing a different app which is not related to this, I noticed that every time I launch Evernote, it switches my 15&quot; Macbook Pro Retina display from the integrated graphics card over to the discreet card, which uses up a LOT more power, and thus reduces the battery life on my device. Now I know that using the discreet card is not required to enable support for retina graphics. So why does Evernote require it?",0,0,1,0,0,0,0
"Great app, use it for work and personal. The only issue I have with it is that on my MacBook Pro 2011 with AMD graphics, the Evernote app causes my system to switch to the AMD graphics card (as seen by gfxCardStatus app) instead of staying on the Intel Internal graphics card. This waste unnecessray battery life in my opinion.",0,0,1,0,0,0,0
This is addictive! It's a challenge to build words and try to beat previous scores.  Easy to pass hours upon hours...thank goodness for a long battery life!  Got it for the iPhone too.  Love it!,0,1,1,0,0,0,0
Manages battery life intensely.,0,0,1,0,0,0,0
"I give the app five chances to open when I want to play, and it usually doesn't happen. I've gotten to the actual game about 3 times since downloading it 2 days ago. I have plenty of space and battery life and I don't know why it won't open. This is somewhat par for the course for new pocket gems games though so I don't know why I'm surprised...",1,0,1,0,0,0,0
I honestly enjoy this game so much I can't stop playing it... I dread the battery life on my phone going out I like it so much,0,0,1,0,0,0,0
I loved the original app and l love this app.  Simple refinements have made for easier navigation &amp; simplicity.<br/><br/>Improvement suggestions:<br/>- Add some additional color themes.  I enjoy a darker theme to save battery life and easier readability.  The current day view is a bit difficult to distinguish.<br/>- Add some additional features for gmail users (ability to create email or text message reminders) as you can do on the google calendar website.,0,1,1,0,0,1,0
Tells me how to save battery life and it worked,0,0,1,0,0,0,0
It's a fun game but it uses up your battery life really fast.,0,0,1,0,0,0,0
The app is awesome. I can find any song i want. But it makes my phone heat up pretty bad and drains battery life quickly.,0,1,1,0,0,0,0
What's the point of this useless app except to kill your battery life? You can just shuffle your own music with iPhone music app anyways.,0,0,1,0,0,0,0
horrible. can't even start enjoying it because it syncs longer than I have the battery life for. deleted after first 17 hours of waiting!!!!!!!!,0,0,1,0,0,0,0
It is to hard to earn points to buy new champs. Buying them is way over priced and it takes to long to earn by grinding. Increase the payouts for battles or lower the cost of in app purchases to make this a much better game. Another big problem is the fact that you have to be online to play in single player mode. It might save space on my iPod but it ruins the mobility of a mobile game and kills battery life too.,0,1,1,0,1,0,0
I've used this since the 3GS days to speed up that slow machine. Improves battery life on newer phones. Super simple to use. Well done!,0,1,1,0,0,0,0
The app works well enough but it's a huge battery drain when it's in use. If you have friends active on Hangouts prepare to watch your battery life dive.,0,0,1,0,0,0,0
I like the app but I had to remove it because it was destroying my iPhone 4S's battery.  Once I removed it my battery life returned.  All of my friends in my hangouts also removed it because of battery issues.  This is a show stopper...1 star review until its fixed.,0,0,1,0,0,0,0
Started using this app and my battery starting running low each day. I logged out and battery life went back to normal.,0,0,1,0,0,0,0
"Pros: can actually play without being strong-armed into in app purchases, engaging graphics, fun quests<br/><br/>Cons: very slow load time, seems to eat battery life, some quests can't be completed in time unless you pay",0,1,1,1,0,0,0
I don't get to play it for a long time as the battery life dies fast. I wish you can come up with a fix that will make users play for longer period of time.,0,0,1,0,0,1,0
"I really did not think that an App could make such a big difference in my battery life but this one does!  Money well spent, love it.",0,0,1,0,1,0,0
"The game is really fun and I'm glad I bought it but it has 2 bugs.<br/>-there is an occasional crash when loading multiplayer game<br/>-for the iPhone 4S the notification bar (shows your battery life, time, ect.) shows in game making it hard to access the shop and pausing the game.",1,0,1,0,0,0,0
One of the best app guys ive played so far amazing graphics and a unique combat system make this game worth the memory and the battery life,0,1,1,0,0,0,0
Great way to waste battery life on my phone,0,0,1,0,0,0,0
I have a iPod touch 5th generation and every time I try 2 open the app it opens and then crashes not worth the battery life,1,0,1,0,0,0,0
"Loaded onto iPhone, iPad and Win7 laptop all running latest updates. Laptop connected to Canon printer.<br/><br/>Was very surprised when both the iPhone and iPad printed just fine thru the laptop with minimal setup.<br/><br/>Next day I couldn't get the app to find the printer. Made sure laptop wasn't in sleep or hibernation mode.<br/><br/>Also noticed that battery life decreased dramatically.<br/><br/>Removed the app.",0,0,1,1,0,0,0
"I never played the original so I have no frame of reference, but this remake is a fun game with a lot of moving parts but not complexity for its own sake. The lack of a sandbox mode or randomly generated worlds is a bummer ... hopefully a fix is in the works. I haven't tried the newest update but I'll take it on faith that pathfinding and performance are improved. The worst thing is that this game does for battery life what Godzilla did for Tokyo.",0,1,1,0,0,0,0
Uses a lot of battery life,0,0,1,0,0,0,0
Great game but kills your battery life.....,0,0,1,0,0,0,0
I would give it 5 stars but the game uses so much battery life. I hade full battery and it died in half an hour. But other than that BEST GAME EVER!!!!!!!,0,0,1,0,0,0,0
"I have this app on my 5S. I absolutely love it. My battery life is still fantastic and the app does a great job at tracking my physical activity.<br/><br/>In reviews by other people they mentioned that it drained battery life, that might be true with the older iPhones that lack the new M7 chip. <br/><br/>If you have a 5S, you won't be disappointed with this app.",0,1,1,0,0,0,0
I love having this app with my 5s!! I can track so much health stuff now and I can't tell a difference with my battery life. Woot for the M7 chip!,0,1,1,0,0,0,0
Does not kill battery life. Love the ability to add drinks and food and different activities.,0,1,1,0,0,0,0
"Tracking steps works fine, battery life is good on a 5s. Withongs scale integration is nice and works after a slightly confusing setup. The main UI is a mess. There are hexagons that can be added, it's not clear how they are sorted or how to get rid of some of them. A simple table (or page, like the Moves app) would have been vastly better.",0,1,1,0,0,1,0
Great app for tracking daily activity but there should be a feature to disable GPS and instead have an option for a gyroscopically controlled pedometer to promote longer battery life. Also would be nice to be able to track daily intake of calories based on food and drink consumption. Maybe in a paid version?,0,1,1,0,0,1,0
It's cool until you realize your battery life becomes nonexistent.,0,0,1,0,0,0,0
"To be fair, I am giving this app 5 stars because it truly is awesome. But, I won't be using it. <br/>Until I get an iPhone 5s with the M7 co-processor, I simply cannot afford to use so much battery life to count my steps. I'm making a plea for the developer on this one because it order to offer the features of this app  there is no other way to activate a lower state of power for the step counter and related sensors. We have an iPhone 5s arriving in our household this week and can't wait to see how the M7 chip performs handling the power consumption. Beautiful app, limited by technology (battery life) in previous models.",0,0,1,0,0,1,0
"Little confusing at first but once you get used to the interface, everything works great and easy to see you daily activities and calories. Works great with M7 chip saves battery life",0,1,1,0,0,0,0
"This is an awesome app. I had been using a fitbit, but this app replaced that. Tracks my steps and since I always have my phone with me I don't need to remember my fitbit. <br/>I don't notice and battery drain and since it deleted the fitbit app I think my battery life has improved.",0,0,1,0,0,0,0
This is a cool app that works great on the iPhone 5s. It harnesses the M7 on the phone so it doesn't drain the battery like other fitness/pedometer apps that use GPS. It was interesting to load the app for the first time and watch as it downloaded my steps for the last week. <br/><br/>My only complaint is that it doesn't include any means of calorie tracking (along the lines of myFitnessPal). The only food feature is the ability to take pictures of the food you're about to eat. <br/><br/>On any device besides the 5s expect your battery life to suffer just like any other app that uses the gps to track your position.,0,1,1,0,0,1,0
"For those saying it runs GPS constantly so it kills your battery, it was optimized for the M7 chip in the 5S. When you have a 5S it works in the background and my battery life hasn't taken a hit.",0,0,1,0,0,0,0
"I like it. It's a cool way to track my health related activities. When I first installed it the app pulled up the last seven days of the steps I've taken. I assume it pulled the info off of the M7 chip, which tells me that the M7 logs info whether or not an app requires it, since a argus was the first app that did. That also tells me that argus shouldn't affect battery life by using the M7 either.<br/><br/>For users having issues with battery life you should know that ios7 has many settings that can effect the longevity of your battery. If you just updated to ios7 without checking into these settings then you are missing out. You can set which apps use gps, which apps continue working in the background when you aren't using them, and whether or not your apps update automatically. All of these things can drain your battery when you don't want them to. <br/><br/>Lastly, I subtracted one star from Argus because to get the full functionality that Argus offers you need a few more certain apps that each cost a few more dollars. One for the heart rate monitor (which is pretty cool BTW), one for measuring your workouts (called Instant Fitness), and one for tracking your sleep (I don't think it's necessary). You can enter the measurements that these extra apps record manually but I don't know how to figure out the measurements without the apps beyond just a vague guess. Also you can buy a $150 weight scale that syncs information with Argus if you want. F that I say!<br/><br/>TLDR: I like Argus. It's cool. I think I'll be using it for a while.",0,1,1,0,1,1,0
Very simple. Easy to use battery life for me has been great.,0,0,1,0,0,0,0
It freezes when I refuse location services to save battery life. It definitely needs some work.,0,0,1,0,0,0,0
Totally enjoy using this app especially when it monitors my sleep cycle and it's just super accurate! <br/>Argus with M7 motion on iPhone 5s is a great combination. Now I can enable the app without being worried about its battery life! That's even coollerrrrrr!,0,1,1,0,0,0,0
"Great simple app that used to be great on battery life. After the latest update, it is constantly using location services and drains the battery. Fix this and it's a 5 star app",0,0,1,0,0,0,0
I agree with the battery life comments from before. I don't go anywhere without a charger anymore.,0,0,1,0,0,0,0
"This app does a great job, however, at the expense of battery life. I have a feeling many people will install this and not make the connection between this app and poor battery performance. It seems this app would benefit greatly from communicating with a dedicated sensor instead of activating the phone sensors for logging. I can't risk poor battery life for complex daily logging which drives me to keep this app off. But I really appreciate the work and thoughtfulness of the app otherwise.",0,0,1,0,0,0,0
"This app's features are amazing. The 3D views, club recommendations, swing improvement tips, stats.<br/>However, the app needs to add a &quot;power save button&quot; like Golfshot GPS. I use a battery back up case when u Golf GPS apps. I could get through an entire round on 1 battery back up case with Golfshot GPS, however, I was forced to use (2) battery back up cases in an 18 hole round, while using TourCaddie. A power save button needs to be added like on Golfshot GPS, to help conserve battery life, or unfortunately I will no longer use Tour Caddie and will go back to Golfshot GPS.",0,1,1,0,0,1,0
"Still testing but so far this is app is top line. Club tracking is awesome... App is easy to use, battery life is great.",0,0,1,0,0,0,0
"It's a good app, I enjoy making my own icon designs. The issue is it's very annoying that it doesn't replace the app, instead it becomes it's own icon, and I don't think you can delete the original because what the new icon you made does, is pulls that old one up. When you double click your home button you can see that when you click the new icon, it also pulls up the old one. So I bet it's bad on battery life and memory. I put all my old icons into a folder on a different screen. I may keep it for awhile, may not. It is cute but rather annoying how it works.",0,1,1,0,0,0,0
"UPDATE:  I would not recommend spending money inside the app.  I just got to Class 6 and found out that the only way to drive the few things that are there is to spend money on &quot;Super Nitro.&quot;  Otherwise you have to promote a car from class 5.  Not much of an ending, but I did not spend money.  I would be upset if I spent money somewhere along the way. <br/><br/>Have been playing for a while.  Enjoy playing very much.  Kids also like it.  Would like a few options considered.  First, would like the ability to race specific drivers.  Example, would like to drive against friends or in my case my kids.  <br/><br/>Would also like the option to sell older cars for money when you class up.  Gets old spending so much time getting through a class, only to have to keep driving lower class because the reward does not pay for new car.<br/><br/>Last suggestion is to give drivers the ability to do personalized skins, not just the ones the game offers.  Might also add some skins from the movies. <br/><br/>Have not had many issues with crashing.  The only time I have is either when there is little to no battery life or there are several apps running.  Basically low memory issues.<br/><br/>Need more explanation on some of the new features.  Not really sure what the token things are or how they work.  Did the demo and got three, big deal, only 2497 more before I can buy a car.  Don't even know how to get more without paying money. <br/><br/>Still a fun game.  Like how your car has to have a balance of upgrades to master dragging vs. drifting.  Helps me explain to my kids what the differences are in the cars.",1,1,1,1,1,1,0
"It's a good game, but having it crash during or after every battle, then having to watch it load up again and again is extremely annoying to say the least, not to mention that in the process of all that loading it just saps my battery life. Overall, okay game, but the crashing needs to be fixed before I give a review over 3 stars.",1,0,1,0,0,0,0
"The problem is the controls, but you can used 2 them it's just the robot moves 2 the side slowly but nothing u can't get used 2, the battery life is really annoying though but that's pretty much the problems, but I love the graphics they r really great, and cool concept",0,1,1,0,0,0,0
"It shows the ATT, Wifi, Time, and battery life on the top part of the game which disables me from clicking to go to my Characters or Go back when I'm in something. Please get rid of this",1,0,1,0,0,0,0
Game worked fine on my iphone 5 before this latest update. Now my signal strength and battery life show up on the top of the screens and prevent me from accessing the in game menu. Restarting my phone/ re-installing the app make no difference. Please fix ASAP.,1,0,1,0,0,0,0
"Great Game, probably the best poker game. But I have had a few issues, one it kills battery life and makes my iPhone very hot. Two, some of the hands are read wrong. I had a full house a and it said two pair, then I had three of a kind it said a pair. But none the less it's a great game.<br/><br/>Would love to see Game Center achievements with this.",0,1,1,0,0,0,0
Extremely fun game but it uses a lot of battery life,0,0,1,0,0,0,0
"Only problem is, sometimes it does not understand my commands, and you can not forget to turn off the listening system after the alarm has awakened you.  Otherwise you will have a short battery life.",0,1,1,0,0,0,0
An almost perfect game on every level. Visuals are smooth and gameplay is wonderful. The fact that u have to buy more heroes just means you have to adapt your strategy. You can beat the game with the provided characters. Fun and challenging it will waist most of your battery life from constant playing,0,1,1,0,0,0,0
This is my favorite app I have ever gotten from the App Store. I can plan it for hours on end. And for some reason it uses almost no battery life. I'll play for an hour and use 10%. I highly recommend this game to everyone!,0,0,1,0,0,0,0
This app is the funniest most entertaining app I have on my phone that doesn't swallow a bunch of battery life! This is great for awkward situations or when ur just bored at work!,0,0,1,0,0,0,0
"I've loved this app since I discovered it. Really great way to browse and doesn't eat up battery life. Unfortunately since the update, I can't log in unless I uninstall and reinstall the app every other day. Not to mention classic crashing. Still a great app if you love their things. The people working for Modcloth are kind and responsive so this will be fixed soon I'm sure.",1,0,1,0,0,0,0
"This app is well intentioned, but for $5.99, it should be flawless. I do want the phone to essentially lock when driving. However, for the app to send push notifications over and over as one is driving seems ridiculous since it's on vibrate and the GPS running is already depleting a lot of the battery life.",0,1,1,0,1,0,0
"Such a fun game, a lot like playing wheel of fortune. However I want to mention some problems, one being that they advise you to spend coins on vowels which causes you to run out, so then you'd be forced to buy more or play a lot to earn them. Another problem I have is my droid friends can't find the game (is it apple only?) and the other is that it drains battery life bad! But still a very fun game, definitely worth your while.",0,0,1,0,1,0,0
"I voted 3 because it has the tendency to crash frequently, but this is probably Zynga's next best game besides Words With Friends. It does eat your battery life up fairly quickly though, so the best way I recommend to play is before going to bed while plugged in on your charger.",1,0,1,0,0,1,0
"Love this game but on both our iPhone 5 and 4s - if we play for 30 min, goodbye battery life. Any room for improving this would be awesome and receive 5 stars!  Phrase all day ;)",0,0,1,0,0,1,0
"Simple yet effective, would love a gps tracking option, even better if a car blue tooth connection can start and stop tracking. For battery life on/off would be great! ",0,0,1,0,0,1,0
"A very fun game, there are a few problems such as it occasionally crashing when you go to a new area and it will send you to the title screen if you get a pop up for if your battery life is low, and last though this might be because I haven't progressed far into the story or some other reason but there doesn't seem to be any new equipment appearing in the stores, and I'm at lvl 25 now but other than that it is a good game",1,1,1,0,0,0,0
"Star Trek: Into The Darkness uses the GPS to give you &quot;points&quot; for locations visited, but rather than using the GeoFencing API, it keeps the GPS on all the time. This significantly reduces battery life.<br/><br/>For a toy, fun App, killing the battery is not appropriate at all. I turned off its location services access to stop this, but it was annoying until I figured it out. <br/><br/>Kevin",0,0,1,0,0,0,0
This app probably wouldn't even interest anyone over the age of 6. It has less functionality and information about the new movie than you could probably find through a quick google search. <br/><br/>It's not coded badly so it gets two stars. Though it will constantly ping your gps if you give the app that permission which I found can hamper battery life a bit. <br/><br/>Download the tricorder app. I've gotten oodles of fun out of that thing for a couple of years now. And yes I'm aware of the irony of what I just wrote in the context of my prior comment regarding six year olds.,0,1,1,0,0,0,0
So much better than the map that comes with IPhone! Haven't gotten lost with it yet. Only down side is that I drains your battery life like crazy. Keep a charger in your car if you need to use it!,0,1,1,0,0,0,0
"I switched to Google maps to see if it was better than Apple maps, it guided be on the worst possible route to Yosemite so it's data appears no better. Worse, the interface is an annoying puzzle, Apple Maps far easier to use. Lastly, it destroyed my battery life whenever I used it.",0,1,1,0,0,0,0
"It's a great app, definitely more accurate than apple's version but it kills battery life. Started the day at 100% in an hour down to 61%",0,1,1,0,0,0,0
"Since the first day that I used this app, my battery life has gotten worse.",0,0,1,0,0,0,0
"So happy to have Google maps back!  The app is totally overhauled from previous version and the UI and underlying data much better than Apple Maps.  Very few apps make my life a lot better like this one does.  Kudos Google.  <br/><br/>The only major drawback is battery life while in GPS mode.  We stopped to take a few hour break on a trip and lost 50% battery life just with maps running in the background.  Normally I would use a car charger, but hadn't purchased a lightening connector version yet...",0,1,1,0,0,0,0
Google maps rocks. Turn by turn voice directions thru my car's Bluetooth. I can turn off the screen to save battery life and just listen for the directions. Nice!,0,1,1,0,0,0,0
"I love google maps. It is so much better than apple maps, but it is a HUGE battery drain. If I use it 4-5 times my battery is dead. No other app on my phone eats up as much battery life as google maps.",0,0,1,0,0,0,0
Google knows what they are doing. Google maps blows away every other maps app. So easy to use and the navigation feature makes portable GPS a thing of the past. Only downside is battery life on phone takes quite a hit. You better have a charger around if u plan on using it for extended period of time. I've tried them all and Google is then best by far.,0,1,1,0,0,1,0
I first installed this app just fir the maps. Recently I used the GPS function and short of the problem of using up battery life quickly (just have to get a car charger) it is better than my Magellan GPS. Outstanding!,0,0,1,0,0,0,0
Solid map and GPS app. Doesn't sap battery life either. As expected from Google. Would download again.,0,1,1,0,0,0,0
Deft not as good as it used to be...back when iPhone had it by default...also drains battery like you wouldn't believe now when using the GPS feature....on a 40 min drive using the GPS I went from 60% to 10% battery life...,0,0,1,0,0,0,0
"This app was great until the automatic dimming was introduced. I can see its usefulness in saving battery life, but when I'm driving through smaller roads I need to see the map at all times. Why can't Google allow the user to turn this off when needed? Or automatically turn it off if the phone is connected to a power outlet? Stupid. Going back to Waze.",0,1,1,0,0,0,0
"The auto-dim feature renders this otherwise great app useless. The last update added an auto-dim feature to supposedly save battery life. There is no way to turn the feature off. It has messed up the app on so many levels: Can't see map between turns so you cant see your time status, upcoming turns until too late, etc. Can't see incoming calls, sometimes permanently dims screen requiring a reboot. What were they thinking?",0,1,1,0,0,0,0
Ready to find another navigation ap. the screen dimming happens regardless of battery life or if it's plugged in.  Ridiculous!!  Hate this ap.,0,1,1,0,0,0,0
Auto dimmer may be nice for battery life however my phone is plugged in 100% of the time when I'm using turn by turn directions. Please make this feature user controlled as I have no need for it. Switching back to Apple maps until fixed,0,1,1,0,0,0,0
I love the mapping feature that they have but I use it several times a day and if ur using it to drive long distances the phone will get VERY Hot and the battery life will go to crap. <br/><br/>It's only when you start the navigation that it drains the battery. If you just leave it at the start option the phone stays cool and battery life does not suffer.,0,1,1,0,0,0,0
I don't think the dimming is a problem. It only dims to save your battery life on your phone. If you guys notice when it needs to talk or give directions it LIGHTS up again! Prompting you to exit or make a turn. So in my opinion dimming NOT a problem. Excellent app!,0,0,1,0,0,0,0
Had my review as a five star but after the latest update this app is a POS!!!  I can't believe that google would actually have this app auto dimming to save battery life. What person(s) out their run their GPS and don't plug in the iPhone.  The most aggravating GPS app I've ever used. Google should be ashamed of themselves.,0,1,1,0,0,0,0
"I love google and their app is certainly well done and have used my iPhone 5 as a GPS ever since the google maps app was released. However, the app absolutely demolishes my battery life and causes my phone to get pretty hot as well. Not entirely sure why this is, but it almost tempts me to go back to my tomtom for GPS purposes. If these are fixable problems, I hope they will be resolved soon.",0,0,1,0,0,0,0
I actually enjoy this app more than the previous built-in google maps experience however speed enhancements are needed. This app does seem to drain my battery extremely quickly compared to IOS's so I generally stay away just because of the battery life.,0,1,1,0,0,0,0
Nice app but one major flaw. Kills your battery even when not open. Uninstalled and battery life is back to normal.,0,0,1,0,0,0,0
